Timestamp,Helmet Violation,Triple Riding,Over Speed,Wrong Lane Violation,Red Light Violation,Detected Plates
"2025-10-14 01:08:31","0","0","0","0","0","None"
"2025-10-14 01:08:47","0","0","0","0","0","None"
"2025-10-14 01:09:04","2","0","0","0","0","None"
"2025-10-14 01:09:31","0","0","0","0","0","None"
"2025-10-14 01:09:41","0","0","0","0","0","None"
"2025-10-14 01:09:51","0","0","0","0","0","None"
"2025-10-14 01:20:02","1","0","0","0","0","None"
"2025-10-14 01:20:21","0","0","0","0","0","None"
"2025-10-14 01:20:34","0","0","0","0","0","None"
"2025-10-14 01:21:07","0","0","0","0","0","None"
"2025-10-14 01:21:16","0","0","0","0","0","None"
"2025-10-14 01:38:03","2","0","0","0","0","None"
"2025-10-14 01:38:42","1","0","0","0","0","None"
"2025-10-14 01:38:42","1","0","0","0","0","None"
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
5,0,0,0,0
5,0,0,0,0
5,0,0,0,0,['None'],16.67%
5,0,0,0,0,['None'],16.67%
0,0,0,0,0,['None'],100.0%
2,0,0,0,0,"['Grd U', '921', '302-4k6a7']",33.33%
1,0,0,0,0,['None'],50.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],100.0%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%
0,0,0,0,0,['None'],98%,Bihar
0,0,0,0,0,['None'],98%,Punjab
0,0,0,0,0,['None'],98%,Maharashtra
0,0,0,0,0,['None'],98%,Gujarat
0,0,0,0,0,['None'],98%,West Bengal
0,0,0,0,0,['None'],98%,Delhi
0,0,0,0,0,['None'],98%,Tamil Nadu
0,0,0,0,0,['None'],98%,Delhi
0,0,0,0,0,['None'],98%,West Bengal
0,0,0,0,0,['None'],98%,West Bengal
0,0,0,0,0,['None'],98%,West Bengal
0,0,0,0,0,['None'],98%,Uttar Pradesh
0,0,0,0,0,['None'],98%,Rajasthan
0,0,0,0,0,['None'],98%,Uttar Pradesh
0,0,0,0,0,['None'],98%,Uttar Pradesh
0,0,0,0,0,['None'],98%,Karnataka
0,0,0,0,0,['None'],98%,Karnataka
0,0,0,0,0,['None'],98%,Uttar Pradesh
0,0,0,0,0,['None'],98%,Delhi
0,0,0,0,0,['None'],98%,Gujarat
0,0,0,0,0,['None'],98%,Tamil Nadu
0,0,0,0,0,['None'],98%,Gujarat
0,0,0,0,0,['None'],98%,Punjab
0,0,0,0,0,['None'],98%,Uttar Pradesh
0,0,0,0,0,['None'],98%,Bihar
0,0,0,0,0,['None'],98%,Rajasthan
0,0,0,0,0,['None'],98%,Karnataka
0,0,0,0,0,['None'],98%,Karnataka
